nombre,id,propiedad,concesion,potencia_instalada_mv,fecha_puesta_servicio,tension_entrada,tension_salida,geojson,geom,longitude,latitude
LA COCHA,LCO,TRANSNOA S.A,TRANSNOA S.A,15.0,1998-12-11,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.5806994972712,-27.7540436515491]]}",0104000020E61000000100000001010000005865392E2A6550C0EC28370109C13BC0,-65.5806994972712,-27.7540436515491
VILLA QUINTEROS,VQU,TRANSNOA S.A,TRANSNOA S.A,45.0,1956-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.5452386595421,-27.2594755937556]]}",0104000020E6100000010000000101000000E5CFB030E56250C0554A15FE6C423BC0,-65.5452386595421,-27.2594755937556
EL CARRIL,ECA,TRANSNOA S.A,TRANSNOA S.A,30.0,2002-07-26,132,33 | 66,"{""type"":""MultiPoint"",""coordinates"":[[-65.4962526947304,-25.073016396975]]}",0104000020E6100000010000000101000000CE9AA99AC25F50C04F14DD33B11239C0,-65.4962526947304,-25.073016396975
PAMPA GRANDE,PGR,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-65.483436822587,-25.8424895788719]]}",0104000020E610000001000000010100000061ACFFA0F05E50C0CB79A465ADD739C0,-65.483436822587,-25.8424895788719
SALTA SUR,SSU,TRANSNOA S.A,TRANSNOA S.A,106.5,1963-01-01,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.429890170625,-24.8026501048706]]}",0104000020E610000001000000010100000034ED0F52835B50C0DD8C2E7A7ACD38C0,-65.429890170625,-24.8026501048706
SALTA ESTE,SES,TRANSNOA S.A,TRANSNOA S.A,60.0,2000-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.4195894392819,-24.8417992156863]]}",0104000020E6100000010000000101000000A0DDA98DDA5A50C0CB2B452780D738C0,-65.4195894392819,-24.8417992156863
AGUA BLANCA,ABL,TRANSNOA S.A,TRANSNOA S.A,60.0,1956-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.4159845360675,-27.0795340671171]]}",0104000020E61000000100000001010000004C839A7D9F5A50C08C2F39585C143BC0,-65.4159845360675,-27.0795340671171
SALTA NORTE,SNO,TRANSNOA S.A,TRANSNOA S.A,50.0,1997-06-25,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.3982754550894,-24.7422310679944]]}",0104000020E6100000010000000101000000259A55587D5950C06E1CF3DA02BE38C0,-65.3982754550894,-24.7422310679944
SIERRA GRANDE,SG,EDERSA TI,TRANSPA S.A,88.0,1975-01-01,132,6.6 | 13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.376,-41.674]]}",0104000020E6100000010000000101000000F2D24D62105850C083C0CAA145D644C0,-65.376,-41.674
PAPELERA TUCUMAN,PTU,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-65.3697979095081,-26.9388223730322]]}",0104000020E6100000010000000101000000D8DDD9C4AA5750C037EDBCA956F03AC0,-65.3697979095081,-26.9388223730322
TRELEW,TW,TRANSPA S.A,TRANSPA S.A,75.0,1973-01-01,132,13.2 | 33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-65.343,-43.255]]}",0104000020E6100000010000000101000000CBA145B6F35550C0713D0AD7A3A045C0,-65.343,-43.255
LULES,LUL,TRANSNOA S.A,TRANSNOA S.A,30.0,2008-07-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.3391918237068,-26.9470688304581]]}",0104000020E61000000100000001010000000A799F51B55550C0E9E0551A73F23AC0,-65.3391918237068,-26.9470688304581
CABRA CORRAL,CCO,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-65.3296130884968,-25.2710854705556]]}",0104000020E610000001000000010100000057DB7E61185550C0FD747EDB654539C0,-65.3296130884968,-25.2710854705556
JUJUY SUR,JSU,TRANSNOA S.A,TRANSNOA S.A,60.0,1977-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.2963682913613,-24.2094848361942]]}",0104000020E6100000010000000101000000F9BDB5B2F75250C03B7658CCA03538C0,-65.2963682913613,-24.2094848361942
TRANCAS,TRA,TRANSNOA S.A,TRANSNOA S.A,15.0,2000-01-25,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.2747580162336,-26.2238769970485]]}",0104000020E61000000100000001010000006082A5A2955150C063A6BC0050393AC0,-65.2747580162336,-26.2238769970485
JUJUY ESTE,JES,TRANSNOA S.A,TRANSNOA S.A,60.0,1996-12-19,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.2647414102666,-24.2139567502726]]}",0104000020E61000000100000001010000007FBFF485F15050C0D82D9DDEC53638C0,-65.2647414102666,-24.2139567502726
TUCUMAN OESTE,TOE,TRANSNOA S.A,TRANSNOA S.A,90.0,1991-01-01,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.263255849271,-26.8103273164856]]}",0104000020E61000000100000001010000005FC60F2FD95050C0655C6B9C71CF3AC0,-65.263255849271,-26.8103273164856
LA CALERA,LCA,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-65.2282974261795,-28.4666712810441]]}",0104000020E6100000010000000101000000EDCCCE6C9C4E50C01111E2C477773CC0,-65.2282974261795,-28.4666712810441
INDEPENDENCIA,IND,TRANSNOA S.A,TRANSNOA S.A,90.0,1956-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.2240955890502,-26.8656820386201]]}",0104000020E61000000100000001010000007F890695574E50C09F9B8C569DDD3AC0,-65.2240955890502,-26.8656820386201
LAS MADERAS,LMA,TRANSNOA S.A,TRANSNOA S.A,15.0,2006-09-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.2202298346461,-24.4433003789178]]}",0104000020E6100000010000000101000000255AE03E184E50C095C135227C7138C0,-65.2202298346461,-24.4433003789178
PE LOMA BLANCA,LB,TRANSPA S.A,TRANSPA S.A,0.0,2013-01-01,132,132,"{""type"":""MultiPoint"",""coordinates"":[[-65.214,-43.063]]}",0104000020E610000001000000010100000004560E2DB24D50C0F2D24D62108845C0,-65.214,-43.063
ESTATICA,EST,TRANSNOA S.A,TRANSNOA S.A,90.0,,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.2131587214799,-26.8486010590403]]}",0104000020E610000001000000010100000043677A64A44D50C0D6ED43EB3DD93AC0,-65.2131587214799,-26.8486010590403
TUCUMAN NORTE,TUN,TRANSNOA S.A,TRANSNOA S.A,90.0,1966-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.2124875335514,-26.7909786798506]]}",0104000020E61000000100000001010000004EDA4F65994D50C0ABCA29947DCA3AC0,-65.2124875335514,-26.7909786798506
SARMIENTO,SAR,TRANSNOA S.A,TRANSNOA S.A,84.0,,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.2114135489393,-26.81587745756]]}",0104000020E610000001000000010100000008A8B1CC874D50C087C35558DDD03AC0,-65.2114135489393,-26.81587745756
AVELLANEDA,AVE,TRANSNOA S.A,TRANSNOA S.A,60.0,1998-10-27,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.1949768377266,-26.8291964850805]]}",0104000020E6100000010000000101000000D76021807A4C50C00261893846D43AC0,-65.1949768377266,-26.8291964850805
PALPALA,PAL,TRANSNOA S.A,TRANSNOA S.A,45.0,1963-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.1871794974094,-24.25918574685]]}",0104000020E6100000010000000101000000BBF6B6BFFA4B50C0674F42FF594238C0,-65.1871794974094,-24.25918574685
EL CADILLAL,CAD,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-65.1867646514599,-26.6196752346433]]}",0104000020E61000000100000001010000006C84B9F3F34B50C021EF4209A39E3AC0,-65.1867646514599,-26.6196752346433
P.EOLICO RAWSON,PW,TRANSPA S.A,TRANSPA S.A,120.0,2011-01-01,132,33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-65.179,-43.349]]}",0104000020E6100000010000000101000000FA7E6ABC744B50C0E9263108ACAC45C0,-65.179,-43.349
EL BRACHO,BR,TRANSENER S.A,TRANSENER S.A,600.0,1987-01-01,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-65.1647371770603,-26.9946205924932]]}",0104000020E610000001000000010100000030FACC0D8B4A50C0C0AF84749FFE3AC0,-65.1647371770603,-26.9946205924932
EL BRACHO,BRA,TRANSNOA S.A,TRANSNOA S.A,15.0,1987-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.1632666666667,-26.99375]]}",0104000020E61000000100000001010000000F7708F6724A50C06766666666FE3AC0,-65.1632666666667,-26.99375
CEVIL POZO,CPZ,TRANSNOA S.A,TRANSNOA S.A,90.0,1998-04-14,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.1375572690151,-26.8459105864106]]}",0104000020E6100000010000000101000000CDEF00BDCD4850C037F99F988DD83AC0,-65.1375572690151,-26.8459105864106
RAWSON,RW,TRANSPA S.A,TRANSPA S.A,30.0,2006-01-01,132,13.2 | 33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-65.1245,-43.3055]]}",0104000020E61000000100000001010000008716D9CEF74750C0C976BE9F1AA745C0,-65.1245,-43.3055
FRIAS,FRI,TRANSNOA S.A,TRANSNOA S.A,60.0,1956-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.1223674785096,-28.6063761199226]]}",0104000020E6100000010000000101000000BB9267DED44750C0982424773B9B3CC0,-65.1223674785096,-28.6063761199226
PUERTO MADRYN,PY,INTESAR,TRANSENER S.A,450.0,2006-02-24,500,330,"{""type"":""MultiPoint"",""coordinates"":[[-65.1056373305828,-42.7051755398673]]}",0104000020E6100000010000000101000000C00514C3C24650C0A8D52C31435A45C0,-65.1056373305828,-42.7051755398673
EL LAVALLE,LAV,TRANSENER S.A,TRANSENER S.A,0.0,2015-01-01,500,500,"{""type"":""MultiPoint"",""coordinates"":[[-65.1053101985974,-28.1585610602436]]}",0104000020E61000000100000001010000004CBAFC66BD4650C0502A287597283CC0,-65.1053101985974,-28.1585610602436
PUERTO MADRYN,PM,TRANSPA S.A,TRANSPA S.A,120.0,1978-01-01,132 | 330,132 | 330,"{""type"":""MultiPoint"",""coordinates"":[[-65.102,-42.71]]}",0104000020E61000000100000001010000004A0C022B874650C07B14AE47E15A45C0,-65.102,-42.71
S. ANTONIO OESTE,SO,EDERSA TI,TRANSPA S.A,15.0,1983-01-01,132,13.2 | 33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-65.0695,-40.7455]]}",0104000020E61000000100000001010000009CC420B0724450C08195438B6C5F44C0,-65.0695,-40.7455
LA PAZ,LPA,TRANSNOA S.A,TRANSNOA S.A,10.0,2009-11-15,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.0607095537683,-29.262166548823]]}",0104000020E610000001000000010100000057FF52AAE24350C0D14CD1581D433DC0,-65.0607095537683,-29.262166548823
RECREO,RE,TRANSENER S.A,TRANSENER S.A,300.0,1987-01-01,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-65.0577921125935,-29.2600738698494]]}",0104000020E61000000100000001010000009463B0DDB24350C0208C7D3394423DC0,-65.0577921125935,-29.2600738698494
COBOS,COB,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-65.0528496644016,-24.746337321014]]}",0104000020E61000000100000001010000006B0D8FE3614350C0128A71F60FBF38C0,-65.0528496644016,-24.746337321014
P. ALUMINIO APPA,AP,TRANSPA S.A,TRANSPA S.A,900.0,1973-01-01,330,33 | 132 | 330,"{""type"":""MultiPoint"",""coordinates"":[[-65.0512,-42.7407]]}",0104000020E610000001000000010100000088635DDC464350C0D712F241CF5E45C0,-65.0512,-42.7407
P. ALUMINIO DGPA,DG,TRANSPA S.A,TRANSPA S.A,80.0,1978-01-01,132,13.2 | 33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-65.051,-42.741]]}",0104000020E610000001000000010100000025068195434350C0022B8716D95E45C0,-65.051,-42.741
COBOS,CB,INTESAR,TRANSENER S.A,450.0,2010-09-14,500,345,"{""type"":""MultiPoint"",""coordinates"":[[-65.0477904492342,-24.7462911080461]]}",0104000020E61000000100000001010000006821ACFF0E4350C0805A1EEF0CBF38C0,-65.0477904492342,-24.7462911080461
GUEMES,GUE,TRANSNOA S.A,TRANSNOA S.A,30.0,1963-01-01,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-65.0434068745408,-24.6884012535618]]}",0104000020E6100000010000000101000000BFA4A02DC74250C0BB9286103BB038C0,-65.0434068745408,-24.6884012535618
PUNTA COLORADA,PC,EDERSA TI,TRANSPA S.A,15.0,1975-01-01,132,6.6 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-65.0295,-41.698]]}",0104000020E6100000010000000101000000D9CEF753E34150C0D34D621058D944C0,-65.0295,-41.698
SAN JUANCITO,SJU,TRANSNOA S.A,TRANSNOA S.A,30.0,1963-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.9999512569961,-24.3775243608656]]}",0104000020E61000000100000001010000001A998E33FF3F50C07C5CBF6FA56038C0,-64.9999512569961,-24.3775243608656
SAN JUANCITO,SO,TRANSENER S.A,TRANSENER S.A,300.0,2011-07-03,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-64.9975983397928,-24.3767959477702]]}",0104000020E610000001000000010100000010FDB4A6D83F50C040F000B3756038C0,-64.9975983397928,-24.3767959477702
METAN,MET,TRANSNOA S.A,TRANSNOA S.A,15.0,1975-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.98060305059,-25.5085640654219]]}",0104000020E610000001000000010100000015294C33C23E50C072E82C41318239C0,-64.98060305059,-25.5085640654219
ROSARIO DE LA FRONTERA,ROS,TRANSNOA S.A,TRANSNOA S.A,30.0,2008-10-03,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.9595177520743,-25.8073182823857]]}",0104000020E6100000010000000101000000CB4525BD683D50C03D4F3469ACCE39C0,-64.9595177520743,-25.8073182823857
MINETTI,MIN,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-64.9572458814954,-24.4918694354203]]}",0104000020E61000000100000001010000003AD03A84433D50C03408C327EB7D38C0,-64.9572458814954,-24.4918694354203
TERMAS NORTE,TNO,TRANSNOA S.A,TRANSNOA S.A,15.0,2014-04-17,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.8929829670784,-27.5013173848753]]}",0104000020E61000000100000001010000002ADF07A2263950C098F40C5656803BC0,-64.8929829670784,-27.5013173848753
RIO HONDO,RHO,TRANSNOA S.A,TRANSNOA S.A,25.0,1970-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.885216384176,-27.5235224368691]]}",0104000020E6100000010000000101000000D9FA9E62A73850C03413019105863BC0,-64.885216384176,-27.5235224368691
SAN PEDRO,SPE,TRANSNOA S.A,TRANSNOA S.A,30.0,1979-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.8626463910845,-24.2378299778633]]}",0104000020E61000000100000001010000001C6E3599353750C076EEE86CE23C38C0,-64.8626463910845,-24.2378299778633
S. ANTONIO ESTE,SE,"EDERSA TI
",TRANSPA S.A,15.0,,132,13.2 | 33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-64.792,-40.7095]]}",0104000020E6100000010000000101000000A69BC420B03250C0894160E5D05A44C0,-64.792,-40.7095
LIBERTADOR,LIB,TRANSNOA S.A,TRANSNOA S.A,30.0,1986-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.7851859690269,-23.8221608167442]]}",0104000020E6100000010000000101000000E68FA67C403250C010F89B2179D237C0,-64.7851859690269,-23.8221608167442
BURRUYACU,BUR,TRANSNOA S.A,TRANSNOA S.A,15.0,2000-04-25,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.7502425847859,-26.5137871361808]]}",0104000020E6100000010000000101000000326E79F9033050C08500C38D87833AC0,-64.7502425847859,-26.5137871361808
RÍO GRANDE,RG,TRANSENER S.A,TRANSENER S.A,0.0,1984-01-01,500,500,"{""type"":""MultiPoint"",""coordinates"":[[-64.6364977993761,-32.221552320036]]}",0104000020E6100000010000000101000000F8124461BC2850C0287490D35B1C40C0,-64.6364977993761,-32.221552320036
EL TUNAL,ETU,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-64.4761954197672,-25.2259170964559]]}",0104000020E6100000010000000101000000EE995AFC791E50C0A2E2ECB3D53939C0,-64.4761954197672,-25.2259170964559
EMBALSE,EM,TRANSENER S.A,TRANSENER S.A,0.0,1984-01-01,500,500,"{""type"":""MultiPoint"",""coordinates"":[[-64.4426793852058,-32.2340340158765]]}",0104000020E6100000010000000101000000A084EADB541C50C0B02B9ED3F41D40C0,-64.4426793852058,-32.2340340158765
SANTIAGO,SES,TRANSENER S.A,TRANSENER S.A,450.0,2015-01-01,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-64.3465792639761,-27.8382240651673]]}",0104000020E6100000010000000101000000F40FCB5A2E1650C0109D32DA95D63BC0,-64.3465792639761,-27.8382240651673
ORAN,ORA,TRANSNOA S.A,TRANSNOA S.A,30.0,1987-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.3216289088716,-23.1418247581121]]}",0104000020E610000001000000010100000052436B91951450C0C6DA99A04E2437C0,-64.3216289088716,-23.1418247581121
ALMAFUERTE,AM,TRANSENER S.A,TRANSENER S.A,600.0,1980-01-01,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-64.3173153575183,-32.2064385532312]]}",0104000020E6100000010000000101000000D0C312E54E1450C0806119946C1A40C0,-64.3173153575183,-32.2064385532312
SANTIAGO OESTE,SGO,TRANSNOA S.A,TRANSNOA S.A,60.0,2008-11-21,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-64.2908828625901,-27.7986726632189]]}",0104000020E6100000010000000101000000A37227D39D1250C0F6BBC8CF75CC3BC0,-64.2908828625901,-27.7986726632189
SANTIAGO SUR,SGS,TRANSNOA S.A,TRANSNOA S.A,60.0,2006-03-01,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-64.2751553379156,-27.8363894430962]]}",0104000020E6100000010000000101000000B96A22259C1150C069D1589E1DD63BC0,-64.2751553379156,-27.8363894430962
LA BANDA,LBA,TRANSNOA S.A,TRANSNOA S.A,60.0,1970-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.2662298795699,-27.7526734536671]]}",0104000020E6100000010000000101000000207E0CE9091150C052111C35AFC03BC0,-64.2662298795699,-27.7526734536671
SANTIAGO ESTE,SGE,TRANSNOA S.A,TRANSNOA S.A,60.0,2014-08-25,132,13.2,"{""type"":""MultiPoint"",""coordinates"":[[-64.2572539217835,-27.7791306975806]]}",0104000020E6100000010000000101000000FC3427D9761050C0106B011C75C73BC0,-64.2572539217835,-27.7791306975806
SANTIAGO CENTRO,SCE,TRANSNOA S.A,TRANSNOA S.A,60.0,1977-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.2419908341241,-27.8168623892766]]}",0104000020E6100000010000000101000000A79F1FC77C0F50C08746BFE41DD13BC0,-64.2419908341241,-27.8168623892766
TABACAL,TAB,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-64.241238345263,-23.2535711202213]]}",0104000020E610000001000000010100000087DCF472700F50C08A8F7409EA4037C0,-64.241238345263,-23.2535711202213
BANDA ESTE,LBE,TRANSNOA S.A,TRANSNOA S.A,60.0,2012-12-10,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.2200888912156,-27.7272063052086]]}",0104000020E6100000010000000101000000FA7EB7EF150E50C0DE5042312ABA3BC0,-64.2200888912156,-27.7272063052086
PICHANAL,PIC,TRANSNOA S.A,TRANSNOA S.A,30.0,1987-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-64.2116225891682,-23.3118930741095]]}",0104000020E6100000010000000101000000A1E478398B0D50C032267939D84F37C0,-64.2116225891682,-23.3118930741095
PETROQUÍMICA RÍO TERCERO,PE,PETROQUÍMICA RÍO TERCERO,PETROQUÍMICA RÍO TERCERO,0.0,,,,"{""type"":""MultiPoint"",""coordinates"":[[-64.1496558909919,-32.1618231002975]]}",0104000020E6100000010000000101000000AE5D4DF6930950C0F4C18D9EB61440C0,-64.1496558909919,-32.1618231002975
J.V GONZALEZ,JVG,SIN DATOS,SIN DATOS,,,,,"{""type"":""MultiPoint"",""coordinates"":[[-64.1446383572783,-25.1028869837327]]}",0104000020E610000001000000010100000079903DC1410950C0DC5026CD561A39C0,-64.1446383572783,-25.1028869837327
APOLINARIO SARAVIA,ASA,TRANSNOA S.A,TRANSNOA S.A,15.0,2008-10-30,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-63.9775864867176,-24.355250034608]]}",0104000020E610000001000000010100000057BBD28D21FD4FC04A8B90AAF15A38C0,-63.9775864867176,-24.355250034608
MALVINAS ARGENTINAS,MA,TRANSENER S.A,TRANSENER S.A,600.0,1987-01-01,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-63.9127149999508,-31.340017010785]]}",0104000020E6100000010000000101000000B8AD59D8D3F44FC0C067D55A0B573FC0,-63.9127149999508,-31.340017010785
TARTAGAL,TAR,TRANSNOA S.A,TRANSNOA S.A,30.0,1987-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-63.8053349714417,-22.5415696281267]]}",0104000020E61000000100000001010000006C55623715E74FC0964FA14EA48A36C0,-63.8053349714417,-22.5415696281267
MACACHIN,MC,TRANSENER S.A,TRANSENER S.A,150.0,2001-09-10,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-63.5639494984347,-37.1525489344882]]}",0104000020E6100000010000000101000000B82F467F2FC84FC0485536B9869342C0,-63.5639494984347,-37.1525489344882
SUNCHO CORRAL,SCO,TRANSNOA S.A,TRANSNOA S.A,30.0,2004-01-15,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-63.4231787020838,-27.9480200788237]]}",0104000020E61000000100000001010000002BE83EB82AB64FC0D57FA271B1F23BC0,-63.4231787020838,-27.9480200788237
ARROYO CABRAL,AC,TRANSENER S.A,TRANSENER S.A,300.0,2012-03-21,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-63.4228933427509,-32.4970559715653]]}",0104000020E6100000010000000101000000D0677A5E21B64FC0C013B3879F3F40C0,-63.4228933427509,-32.4970559715653
VIEDMA,VD,EDERSA TI,TRANSPA S.A,30.0,1983-01-01,132,13.2 | 33 | 132,"{""type"":""MultiPoint"",""coordinates"":[[-62.99,-40.833]]}",0104000020E61000000100000001010000001F85EB51B87E4FC0B4C876BE9F6A44C0,-62.99,-40.833
PATAGONES,PK,TRANSBA S.A,TRANSBA S.A,30.0,,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.963607,-40.798086]]}",0104000020E61000000100000001010000002D996379577B4FC09EB29AAE276644C0,-62.963607,-40.798086
AÑATUYA,AÑA,TRANSNOA S.A,TRANSNOA S.A,35.0,2006-09-10,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.8548784240462,-28.4455193616233]]}",0104000020E6100000010000000101000000CCAAFCA76C6D4FC01BE88F8E0D723CC0,-62.8548784240462,-28.4455193616233
CAMPO GALLO,CGA,TRANSNOA S.A,TRANSNOA S.A,30.0,2013-08-14,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.8515183786418,-26.6114514453223]]}",0104000020E6100000010000000101000000D01AE28DFE6C4FC05DC0F814889C3AC0,-62.8515183786418,-26.6114514453223
COPO,COP,TRANSNOA S.A,TRANSNOA S.A,30.0,2011-01-11,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.8183783630987,-25.8491142064439]]}",0104000020E6100000010000000101000000A6A1489FC0684FC0D93E738C5FD939C0,-62.8183783630987,-25.8491142064439
MONTE QUEMADO,MQ,LIMSA,TRANSENER S.A,150.0,2011-08-01,500,132,"{""type"":""MultiPoint"",""coordinates"":[[-62.8146106720973,-25.846482375621]]}",0104000020E6100000010000000101000000B8D0992945684FC0C0EEA711B3D839C0,-62.8146106720973,-25.846482375621
TRENQUE LAUQUEN,TL,TRANSBA S.A,TRANSBA S.A,150.0,,66 | 132,13.2 | 33 | 66,"{""type"":""MultiPoint"",""coordinates"":[[-62.724444,-35.986467]]}",0104000020E610000001000000010100000047E4BB94BA5C4FC0A7CAF78C44FE41C0,-62.724444,-35.986467
PEDRO LURO,PL,TRANSBA S.A,TRANSBA S.A,15.0,,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.66769,-39.519709]]}",0104000020E6100000010000000101000000E1EEACDD76554FC0EB3713D385C243C0,-62.66769,-39.519709
QUIMILI,QUI,TRANSNOA S.A,TRANSNOA S.A,30.0,2010-12-19,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.4255435563731,-27.6362713017932]]}",0104000020E6100000010000000101000000B1D2143678364FC0BE9510ADE2A23BC0,-62.4255435563731,-27.6362713017932
GUILLERMO BROWN,GBR,TRANSENER S.A,TRANSENER S.A,0.0,2015-01-01,500,500,"{""type"":""MultiPoint"",""coordinates"":[[-62.4154090085236,-38.68497494943]]}",0104000020E61000000100000001010000004809551F2C354FC0C8305742AD5743C0,-62.4154090085236,-38.68497494943
PIGÜÉ,PF,TRANSBA S.A,TRANSBA S.A,30.0,,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.409305,-37.614212]]}",0104000020E61000000100000001010000006E8B321B64344FC0C767B27F9ECE42C0,-62.409305,-37.614212
CHAÑARES,CH,TRANSBA S.A,TRANSBA S.A,60.0,2008-01-01,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.310911,-38.682282]]}",0104000020E6100000010000000101000000BB7B80EECB274FC022533E04555743C0,-62.310911,-38.682282
PROFÉRTIL,PR,TRANSBA S.A,TRANSBA S.A,0.0,,132,132,"{""type"":""MultiPoint"",""coordinates"":[[-62.280825,-38.782621]]}",0104000020E61000000100000001010000001973D712F2234FC0D714C8EC2C6443C0,-62.280825,-38.782621
PETROQUÍMICA,PQ,TRANSBA S.A,TRANSBA S.A,95.0,,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.280742,-38.77335]]}",0104000020E61000000100000001010000008B4E965AEF234FC0492EFF21FD6243C0,-62.280742,-38.77335
BANDERA,BAN,TRANSNOA S.A,TRANSNOA S.A,30.0,2009-04-22,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.2791290287064,-28.8756107596299]]}",0104000020E610000001000000010100000044D40080BA234FC0E0A2D80628E03CC0,-62.2791290287064,-28.8756107596299
TORNQUIST,TO,TRANSBA S.A,TRANSBA S.A,15.0,,132,13.2 | 33,"{""type"":""MultiPoint"",""coordinates"":[[-62.274716,-38.093213]]}",0104000020E61000000100000001010000000ED8D5E429234FC0F1475167EE0B43C0,-62.274716,-38.093213
