nombre,id,tension,fases,seccion,material,fecha_puesta_servicio,propiedad,concesion,geojson
ESPINILLO - GUEMES FORMOSA 132 1,,132,,150 mm2,,2010-03-01,TRANSNEA S.A.,TRANSNEA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4861633930333,-24.7625494508573],[-59.4703936653185,-24.7728892676712],[-59.4690208542004,-24.7752943102843],[-59.4672740400535,-24.7829166291609],[-59.4649332210958,-24.7924199024222],[-59.4636528107261,-24.7984354696074],[-59.4617607954032,-24.8015629699244],[-59.4602251829667,-24.8034841666375],[-59.4541223335413,-24.8112445397197],[-59.4494978960893,-24.8170415368725],[-59.4464442713588,-24.8208554656202],[-59.4418814344056,-24.8266739767647],[-59.4372877972029,-24.8325361398201],[-59.4345641751451,-24.8330033438722],[-59.4294293335594,-24.8340216030053],[-59.4191024499247,-24.835986220489],[-59.4113715873145,-24.8374716422782],[-59.4088459668602,-24.8380146952571],[-59.4048155342188,-24.8406500655834],[-59.3967634690073,-24.8461282619032],[-59.3926450356532,-24.8489351446215],[-59.3863265844818,-24.8532351814091],[-59.3799861331322,-24.8575510383124],[-59.3778433157781,-24.8589124383368],[-59.3730560770075,-24.8610483289939],[-59.3658752188517,-24.8642820371584],[-59.3587251609453,-24.8674917082903],[-59.3467878642684,-24.8728289992702],[-59.3372133867272,-24.8770882875109],[-59.3252628899434,-24.8824331472193],[-59.3180952318944,-24.8856822618374],[-59.308982758095,-24.8897974182352],[-59.3069983420237,-24.8906475740957],[-59.3044199211418,-24.8902125185415],[-59.2964998569993,-24.8887357130267],[-59.2885885929281,-24.8872708641646],[-59.2765148951464,-24.885031647449],[-59.2654928058815,-24.8829720112063],[-59.2519450961623,-24.8805012007159],[-59.2490762729284,-24.8807287249108],[-59.2181880227728,-24.8934175248873],[-59.2129431802962,-24.8955647926858],[-59.2036811052852,-24.8993323990871],[-59.1981414604211,-24.9026688697615],[-59.1869433697308,-24.9097286401255],[-59.183014137909,-24.9104589381441],[-59.1819427292319,-24.9106455026552],[-59.1621777691608,-24.9050743852141],[-59.1012548757626,-24.9150192122769],[-59.0666705956739,-24.9381541940244],[-59.0652009837719,-24.9396782849292],[-59.0582665276116,-24.9462691625588],[-59.0471608376696,-24.9568808515411],[-59.0281878840128,-24.9570563755499],[-59.0132101627122,-24.9565377811649],[-59.0080005205207,-24.9563782132224],[-58.9972556335008,-24.9549660279167],[-58.9840379264541,-24.9530671317473],[-58.9764786652337,-24.9520139498184],[-58.9620465483519,-24.9536495694003],[-58.9442968046015,-24.9556601549216],[-58.9309822967708,-24.9572318993084],[-58.9077589086909,-24.9598727038323],[-58.8948404040674,-24.9598886601829],[-58.8851691257422,-24.9599445073937],[-58.8852219261699,-24.9591945570191],[-58.8680089867669,-24.9592264698941],[-58.8280566632038,-24.9593062520453],[-58.8065140887363,-24.9593142302576],[-58.7921699725671,-24.9593301866806],[-58.7790314661619,-24.9593940123519],[-58.7685769814938,-24.9593860341448],[-58.7659545602556,-24.9593461431015],[-58.7569256871331,-24.9612928109375],[-58.7321974868661,-24.9663747453887],[-58.7090268992137,-24.9682415257494],[-58.7010628347149,-24.9684489440413],[-58.5782138397939,-24.9688717571689],[-58.5758026202661,-24.9686802948006],[-58.5735848943633,-24.9682824606131]]]}"
CACHARI - LAS FLORES,1CCLF1,132,3,185/30,AL/AC,1982-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4840825556915,-36.3880595925711],[-59.4844962988325,-36.3876184240458],[-59.4625,-36.369611],[-59.397861,-36.305556],[-59.398861,-36.304583],[-59.350139,-36.263278],[-59.315498335369,-36.1969070393535],[-59.3156677698959,-36.1960033885435],[-59.3070266090253,-36.179511761261],[-59.241181797876,-36.1182786619745],[-59.188833,-36.066528],[-59.163444,-36.047583],[-59.144861,-36.031583],[-59.1447511229196,-36.0289101075438],[-59.1442497810444,-36.0286692923751]]]}"
CACHARI - RAUCH,1CCRU1,132,3,185/30,AL/AC,2000-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4838261767771,-36.3884788494323],[-59.4817867875895,-36.3905734558901],[-59.4698364769604,-36.3997353523044],[-59.442276419598,-36.4208077856622],[-59.4298512397256,-36.4297671554754],[-59.4243204131787,-36.4478653516108],[-59.4045863799725,-36.4803606172259],[-59.4034796322919,-36.4835186516599],[-59.4001580930099,-36.5035016705648],[-59.3866243287676,-36.5264459973153],[-59.3674120595474,-36.541525007018],[-59.3450105591835,-36.5581425678377],[-59.3385317648591,-36.5815924642451],[-59.3062365049831,-36.6187367231365],[-59.2914299396213,-36.6333441154296],[-59.1140557236504,-36.7694651277263],[-59.107827658081,-36.7698818880236],[-59.09232280133,-36.7818324215867],[-59.0916264406848,-36.7813192248857]]]}"
LA ESCONDIDA - PI LA ESCONDIDA 132,,132,,,,,,,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4715855670401,-27.1339188043852],[-59.4715981126978,-27.1339828798211],[-59.4724797371363,-27.1350504312739],[-59.4728568654468,-27.1354920796088],[-59.4729987747977,-27.1356660379849]]]}"
RESISTENCIA - ESCONDIDA 132 1,,132,,150 mm2,,2012-07-01,SECHEEP PAFTT,SECHEEP PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1091830635996,-27.3005028400494],[-59.1093390139045,-27.3006875619372],[-59.1104439963412,-27.2996191791069],[-59.1124141307252,-27.2978600215521],[-59.1163321802534,-27.2943703881317],[-59.1202734693805,-27.2908607287008],[-59.1261088337827,-27.2856578195791],[-59.1299085585529,-27.2822526815029],[-59.131684855561,-27.2806547457288],[-59.1373129512222,-27.2756114602651],[-59.1412740263648,-27.2720955015905],[-59.1451224809699,-27.2686512132342],[-59.1526856608112,-27.2619024307347],[-59.1545832988135,-27.2602107018159],[-59.1602573317206,-27.2551264537248],[-59.1696115769841,-27.2495726104066],[-59.1788690702742,-27.2440998023345],[-59.1904196996653,-27.237242981416],[-59.1996421884802,-27.2318429648804],[-59.2019508984638,-27.2304669847],[-59.2056148070706,-27.2269705771877],[-59.215779831901,-27.2173640530073],[-59.2176250365058,-27.215597045784],[-59.2270868629207,-27.2132951759596],[-59.2412166959845,-27.2099550478556],[-59.2489855432794,-27.2071257380591],[-59.2566598362309,-27.2043223106335],[-59.2644683971414,-27.2015026724793],[-59.2722252163723,-27.1986738217297],[-59.2799913688593,-27.1958875965907],[-59.2930150436189,-27.191170983081],[-59.3007090227935,-27.1883908119765],[-59.3083830432022,-27.1858287121022],[-59.3189005414161,-27.1829498293739],[-59.327383538583,-27.1806481186264],[-59.3378617690526,-27.1777680446578],[-59.3462546404398,-27.1754583168842],[-59.3515458540236,-27.1739884989413],[-59.3527524021489,-27.1753556565458],[-59.3554083937156,-27.1745582252051],[-59.366085472565,-27.1712959096205],[-59.3691723981102,-27.1703750469884],[-59.3727912643047,-27.1693309345221],[-59.3805138009687,-27.1669185413569],[-59.3935033297612,-27.1626048614303],[-59.4013162259418,-27.1599470472033],[-59.4114825643847,-27.1564686844689],[-59.4243616149971,-27.1520688382082],[-59.4313659445926,-27.1496215640163],[-59.437308652165,-27.1476696358024],[-59.4528368301427,-27.1423981607622],[-59.4552928238279,-27.1415577128403],[-59.4604629758304,-27.1397809079532],[-59.4708198956003,-27.1362583244816],[-59.4729097109816,-27.1355464861621]]]}"
"SAN ANTONIO DE ARECO - ""T"" A 1CAVL1",1AATE1,132,3,300/50,AL/AC,1998-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4627558282732,-34.2482186132402],[-59.4627688800475,-34.2481217838507],[-59.4623097207983,-34.2480195540384],[-59.4568082496246,-34.2468731929477],[-59.4579140689109,-34.2433402883104],[-59.4579140608311,-34.2433288688236],[-59.464672714502,-34.2275957932102],[-59.447709344645,-34.2181359977027],[-59.4092049935158,-34.2006055612064],[-59.3755081699678,-34.1837036402365],[-59.3485969880162,-34.171734389046],[-59.3380143434831,-34.1664964513897],[-59.3326203992161,-34.1633635137931]]]}"
S.A. DE ARECO LUJANGBA 66 1,,66,,70 mm2,,1993-01-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4626082103403,-34.2486397453887],[-59.4623847250674,-34.2485433927406],[-59.4553930473498,-34.2588579148037],[-59.4546453506957,-34.2595187986706],[-59.4538849623823,-34.2601347268456],[-59.4530967335944,-34.2605312760112],[-59.4523207619924,-34.2609374686861],[-59.4519506776075,-34.2615222333063],[-59.451495151806,-34.2621264320563],[-59.4512843578118,-34.2629264197618],[-59.4510938087796,-34.2636822928976],[-59.4514007373701,-34.2646033287595],[-59.4509239241053,-34.2655181283749],[-59.4307183950494,-34.2922558456562],[-59.4274326211102,-34.294473574628],[-59.4274266252105,-34.2944785414256],[-59.4257901243851,-34.2955774039057],[-59.3891152774051,-34.3204765927724],[-59.385729850497,-34.3228055760477],[-59.3790229553528,-34.3273257704474],[-59.3756425453819,-34.3296033275073],[-59.3739488210832,-34.3307512348619],[-59.3722782083117,-34.3318919647323],[-59.370588491263,-34.3330309849852],[-59.3671922455095,-34.3353225313625],[-59.3638892793871,-34.3375785354587],[-59.3622561912561,-34.3387846078351],[-59.3606253045918,-34.339986143963],[-59.3589930003787,-34.3412653411176],[-59.3088227305026,-34.379922051521],[-59.3058289488254,-34.3823018743742],[-59.2828050384049,-34.3999755343316],[-59.2756466929838,-34.4055045675405],[-59.2710283179936,-34.4090248842729],[-59.2663339435882,-34.412578068696],[-59.2441358648766,-34.4296739085437],[-59.1910851800861,-34.4999751541648],[-59.189926594696,-34.5015056292447],[-59.188778262305,-34.5030068782599],[-59.1876131423771,-34.5045492778979],[-59.1831053546634,-34.509336707257],[-59.1818818427057,-34.5106134326302],[-59.1806825198268,-34.5121657479101],[-59.1783250834112,-34.5151914380499],[-59.177141945889,-34.5166762891188],[-59.1759550286144,-34.5182045843172],[-59.1748072773797,-34.5197139129326],[-59.1736164124149,-34.5212386326318],[-59.1724293387506,-34.5227446685961],[-59.1712568130394,-34.5242627668842],[-59.17008024181,-34.5257931914123],[-59.1688848188743,-34.5273014180142],[-59.1677176411749,-34.5288176400878],[-59.1665989945779,-34.5304074150541],[-59.1653580548404,-34.5318415209681],[-59.1641758317462,-34.5333203569831],[-59.1639039016347,-34.5336734596632],[-59.1619980656222,-34.5367476784606],[-59.1610231056792,-34.5382988980538],[-59.1599870022376,-34.539878573952],[-59.1590167453218,-34.5414411738617],[-59.1586184083753,-34.5421999878449],[-59.1570978166842,-34.5441557202011],[-59.1504166769778,-34.5527003571026],[-59.1413583606977,-34.5644138363873],[-59.1419064550561,-34.5646280301601],[-59.143194940034,-34.5655658706112],[-59.1449452210314,-34.5662646978384],[-59.1465937177312,-34.5669745931239],[-59.1537309129951,-34.5707412966959],[-59.154886091462,-34.569264288174],[-59.1439913310911,-34.5832030002955],[-59.1391307239185,-34.5894034275207],[-59.1284569050239,-34.5855098517032],[-59.122279930357,-34.5837013144528],[-59.120522993752,-34.5845363880596],[-59.1188654327326,-34.5853976348322],[-59.1183313088552,-34.5856586838071],[-59.1172773207158,-34.5862563542193],[-59.1171475222068,-34.5865501553093]]]}"
BARKER II - BARKER 132 1,,132,,300 mm2,,1999-10-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4014955074591,-37.6356388561206],[-59.401306,-37.635639],[-59.400389,-37.633917],[-59.394528,-37.623361],[-59.392111,-37.592667],[-59.424222,-37.567694],[-59.42625,-37.565889],[-59.4529823895648,-37.545053214798],[-59.4540527056657,-37.5460548508613],[-59.4535968508289,-37.5463723112825]]]}"
LUJAN GBA - MALVINAS BA 132 2,,132,,150 mm2,,1993-01-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.1157844408483,-34.5871361390174],[-59.1156053458295,-34.5874720041469],[-59.0961483514172,-34.5811589062471],[-59.0855741747275,-34.5782575346977],[-59.0848834365067,-34.5773565420604],[-59.0744752671276,-34.5725305490068],[-59.0554321805736,-34.5731874657482],[-59.042536121942,-34.5735287683611],[-59.0378406798188,-34.5709658099225],[-59.0362715353196,-34.5710037890485],[-59.0323176158303,-34.573880875007],[-58.9441627344966,-34.5769551352105],[-58.9408525270659,-34.5766784112906],[-58.9396571169217,-34.5767062007224]]]}"
V. LIA G.RODRIGUEZ 220 1,,220,,564.8 mm2,,1993-01-01,TRANSENER S.A.,TRANSENER S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4110110918424,-34.1267440543785],[-59.4105689331634,-34.1272811736416],[-59.4103772920164,-34.1290194283759],[-59.3864048854096,-34.1599419008431],[-59.3630472420919,-34.1849012010138],[-59.3537924261652,-34.1948596933869],[-59.3487168459017,-34.1995934197534],[-59.3130438722845,-34.2324556944373],[-59.2711197109197,-34.2687262280827],[-59.2467533290796,-34.2874918642197],[-59.2457373425618,-34.2890927986595],[-59.2236324592228,-34.3054054405341],[-59.1960737976203,-34.3266717276964],[-59.1822892572341,-34.3373305515459],[-59.1491067604836,-34.3629705226931],[-59.1379189961571,-34.3716107047231],[-59.1374805396297,-34.3732842973084],[-59.1353642306558,-34.3754427539711],[-59.1248264945601,-34.3861540276571],[-59.1226883044023,-34.3868520972792],[-59.1057089923222,-34.3993050603553],[-59.0888293898224,-34.411695417769],[-59.0722617878839,-34.4273291555678],[-59.0717993382191,-34.429044737934],[-59.0545357712501,-34.4526042238024],[-59.0407551888967,-34.4714180487168],[-59.0238726701895,-34.4809185645046],[-59.0147516485599,-34.48600902852],[-58.999302421012,-34.4946439747528],[-58.9828774538071,-34.5025749957536],[-58.9399684609053,-34.5231299951115],[-58.9367160803201,-34.5247427592398],[-58.9334970863764,-34.5262833524931],[-58.9312482415595,-34.5277528581284],[-58.9306163705974,-34.527822964413]]]}"
DCAM-VLI V. LIA 132 1,,132,,NULL,,1993-01-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4106570215986,-34.1269570525902],[-59.4101919067853,-34.1275393246975],[-59.4061357437626,-34.130388895151],[-59.3326212894599,-34.1633642865774]]]}"
BARKER - TANDIL,1BKTD1,132,3,300/50,AL/AC,1974-01-01,TRANSBA S.A,TRANSBA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-59.4014955074591,-37.6357492509181],[-59.40125,-37.63575],[-59.394278,-37.623444],[-59.391667,-37.589667],[-59.3915,-37.587667],[-59.361944,-37.547417],[-59.305472,-37.470444],[-59.305056,-37.469083],[-59.238028,-37.387222],[-59.214861,-37.328944],[-59.197917,-37.315472],[-59.188472,-37.30775],[-59.187056,-37.306583],[-59.166306,-37.289556],[-59.151722,-37.2895],[-59.149194,-37.289667],[-59.14775,-37.290028],[-59.145583,-37.290917],[-59.136889,-37.295333],[-59.1351361070426,-37.2961867786972],[-59.1344135043531,-37.2955394471213]]]}"
SAN MARTIN CH EL COLORADO 132 1,,132,,150 mm2,,1999-01-11,TRANSNEA S.A.,TRANSNEA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-59.3212862953967,-26.5582251061325],[-59.3213984704804,-26.5582760190788],[-59.3213846648647,-26.5578098396802],[-59.3185483516244,-26.5578216419614],[-59.3150150665579,-26.5578062484902],[-59.3150255714393,-26.5554961186912],[-59.3150255041212,-26.5510468657799],[-59.3150396242491,-26.5409075325997],[-59.3150315219867,-26.5316533518967],[-59.3150422892838,-26.527261330416],[-59.3237855008441,-26.5166754927373],[-59.3294905428368,-26.5096743145201],[-59.3352502091927,-26.5026679990426],[-59.3393503995746,-26.4868201307014],[-59.3428364018966,-26.4734029211291],[-59.3449861403619,-26.4572127661035],[-59.3468073695304,-26.4435696352021],[-59.3495518214874,-26.4395961868252],[-59.363276792864,-26.4201695919037],[-59.3754998775056,-26.4027223675068],[-59.3781978539192,-26.3988509970335],[-59.3757169864257,-26.383289362845],[-59.373350022302,-26.3646476170632],[-59.3724501349641,-26.3572131164346],[-59.371669957621,-26.350576036742],[-59.3703288245486,-26.348953636831],[-59.3643699916565,-26.3417679626947],[-59.3554096942906,-26.3310224646784],[-59.3535695186528,-26.3268847162115],[-59.3517267544118,-26.3226986636198],[-59.3491715823825,-26.3162570272185],[-59.3473892438944,-26.3118608527444],[-59.3480434862954,-26.3109679088466],[-59.3480676482189,-26.3108653288417]]]}"
EL COLORADO PIRANE 132 1,,132,,150 mm2,,1999-01-11,TRANSNEA S.A.,TRANSNEA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-59.0757186968309,-25.6783572665361],[-59.0753507403557,-25.6780467308548],[-59.0747909115525,-25.6783716351923],[-59.0753577986448,-25.6804490088994],[-59.0787589287033,-25.6931279691986],[-59.079273450117,-25.6952711754917],[-59.082653342209,-25.7083631324192],[-59.0851605982414,-25.718996011602],[-59.0843597923075,-25.7194861436541],[-59.0941826426793,-25.7315923556631],[-59.0962372561151,-25.7341230526294],[-59.0986738407696,-25.7371088235741],[-59.1021946463791,-25.7414574021989],[-59.10626184873,-25.7464478288292],[-59.1124259747541,-25.7540198202637],[-59.1173826133533,-25.7601473821182],[-59.1284763592927,-25.7740845806123],[-59.1361981463796,-25.7835484735536],[-59.1408576607115,-25.789267059028],[-59.1486663677577,-25.7988001089111],[-59.1502339850281,-25.8007062181615],[-59.156245688125,-25.8080666077405],[-59.157814676454,-25.8094307060791],[-59.1670275864018,-25.8173660300918],[-59.1780464511428,-25.8269027688107],[-59.1884540557134,-25.8368337549434],[-59.1955016888737,-25.843726743195],[-59.2025335046682,-25.8506002501185],[-59.2040458090203,-25.8524991675811],[-59.2175868017297,-25.8696978878034],[-59.2298224634801,-25.8852087144693],[-59.2388121451389,-25.8963089951065],[-59.2555113510859,-25.9168551661097],[-59.2583766428587,-25.9207222389777],[-59.2613359502883,-25.9246840446085],[-59.2628003116945,-25.9266557542668],[-59.2648323521877,-25.9307796877156],[-59.2706525121546,-25.9427566860265],[-59.2747130805542,-25.9510690310417],[-59.2767415125641,-25.9552055198809],[-59.2797674110164,-25.9614211457461],[-59.2817928906457,-25.9655383023652],[-59.2827915459795,-25.967589679489],[-59.2830056435797,-25.9746415304335],[-59.2831543078063,-25.9791925388158],[-59.2834247619713,-25.9884017508355],[-59.2835574679609,-25.9930027642076],[-59.2836248292597,-25.9953262132035],[-59.2830467480463,-25.9999833524102],[-59.2825215825407,-26.0046493771467],[-59.2819481148552,-26.0093016461966],[-59.2814266989857,-26.0137628555568],[-59.280881696204,-26.0183685154749],[-59.2803169015036,-26.0229692676018],[-59.2797839328567,-26.0275916976774],[-59.2792648564035,-26.0322064654144],[-59.2789965558031,-26.0345119636797],[-59.2804671689228,-26.0407860628528],[-59.2815243357167,-26.0452206600564],[-59.2823980177654,-26.0488836540886],[-59.2837295757313,-26.0544941618937],[-59.2855024431992,-26.0604245062509],[-59.2872895647772,-26.066673690991],[-59.2900964817913,-26.0774924728827],[-59.2917689862675,-26.0839644779255],[-59.2933082299766,-26.0900122977016],[-59.2972891902414,-26.1054527333985],[-59.2978905427514,-26.1076321375412],[-59.3020085476662,-26.1122452921164],[-59.3058442158171,-26.1162404529292],[-59.307784187512,-26.1182120586809],[-59.3089518091902,-26.1195250082776],[-59.3217236541901,-26.1332431665784],[-59.3380935353175,-26.1508237287908],[-59.3462648293315,-26.1596014420186],[-59.3511628382933,-26.1648510724196],[-59.3511983389154,-26.1672037397726],[-59.3515301467324,-26.1789634773273],[-59.3516532690182,-26.1836002029611],[-59.3518227399523,-26.1905979515692],[-59.351975247871,-26.195264788907],[-59.3521131846646,-26.1999285610659],[-59.3522579458864,-26.2045621708823],[-59.3525382431334,-26.213877440157],[-59.3529454935816,-26.2297492543498],[-59.3532489319597,-26.2412168519056],[-59.3534687660894,-26.2481894516137],[-59.3535970971618,-26.2616668526309],[-59.3537864889414,-26.2777607473379],[-59.3522558778344,-26.2917766625907],[-59.3520268854571,-26.2938159661082],[-59.3510801470521,-26.3013077993573],[-59.3502728492598,-26.308574524457],[-59.3488792859507,-26.3105572374746],[-59.3481693697003,-26.3108642252363]]]}"
VILLA OCAMPO - V.OCAMPO SUR 132 1,,132,,240 mm2,,2014-12-01,EPESF PRESTADOR FTT,EPESF PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.3448410522115,-28.5159820133669],[-59.3449685190913,-28.5032427510607],[-59.3451901117843,-28.503253109193]]]}"
NCAMPANA DCAM-VLI 132 1,,132,,300 mm2,,1993-01-01,TRANSBA SA,TRANSBA SA,"{""type"":""MultiLineString"",""coordinates"":[[[-59.3326222049286,-34.1633643011833],[-59.308889,-34.149611],[-59.2769592077156,-34.1301695562231],[-59.1945095235674,-34.1424180364809],[-59.165389,-34.143944],[-59.1283124209979,-34.1655153537601],[-59.1258049365594,-34.1653770083303],[-59.117887025853,-34.1655424684292],[-59.1015827182962,-34.1607599691893],[-59.0684275054684,-34.1440719774052],[-59.0545714843558,-34.1406817116734],[-59.0277269244986,-34.153548900042],[-59.0272378909576,-34.1531763630231],[-59.0225011153096,-34.1576086846463],[-59.0107051926061,-34.1646863207621],[-59.0016717153264,-34.1721227189663],[-58.9999491319354,-34.1716661440345],[-58.9994576905163,-34.1712078304775]]]}"
STELLA MARIS - PI 18.ESQ 132 1,,132,,150 mm2,,,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.32691655576,-29.5447222781822],[-59.3234113224029,-29.546781225636]]]}"
GUALEGUAY - GUALEGUAYCHU,,132,,240 mm2,,1993-01-01,ENERGIA ENTRE RIOS - PAFTT,ENERGIA ENTRE RIOS - PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-58.5347964230007,-33.0378937281752],[-58.5356805633223,-33.0381554079569],[-58.5379926684271,-33.0388333436688],[-58.5430289719619,-33.0403127097598],[-58.5455214572809,-33.0404435098478],[-58.5512230211198,-33.0407131425933],[-58.5568403068742,-33.0409808182067],[-58.562247701605,-33.0412377604094],[-58.5811399281077,-33.0421552106399],[-58.5991386988964,-33.043322061654],[-58.6165986140508,-33.0445854302249],[-58.6195803256492,-33.0448152748681],[-58.6217812854298,-33.0454522623928],[-58.635613412223,-33.049491383963],[-58.6583632402755,-33.0561558546368],[-58.6639230096091,-33.0577431472216],[-58.6696589691521,-33.0594282082154],[-58.6724793068146,-33.0602456076209],[-58.6751911514123,-33.0608832079709],[-58.6779488841868,-33.0615083384983],[-58.6923078709632,-33.0647953121277],[-58.6980063049894,-33.0661549422677],[-58.7095135625986,-33.0688156597689],[-58.7211388349035,-33.0714483767513],[-58.7323525330001,-33.074048938084],[-58.7411237283554,-33.0760765928911],[-58.7468170816383,-33.0773958944799],[-58.752712531176,-33.0787574043521],[-58.7584820868393,-33.0801115414969],[-58.7643559201173,-33.0814407400109],[-58.7815724133331,-33.0854153648233],[-58.7960365812844,-33.0887304569146],[-58.7990224689593,-33.0880751883012],[-58.8020003506042,-33.087472158903],[-58.8139306962346,-33.0849982394906],[-58.83441909584,-33.0807891913421],[-58.863154131623,-33.0748100267192],[-58.8746791045456,-33.072410923347],[-58.8861072587271,-33.0700474224873],[-58.8948391273955,-33.0682261798633],[-58.9008704023264,-33.0674550841329],[-58.9157939498674,-33.0657400985269],[-58.9248673929159,-33.0645965887856],[-58.9370087958551,-33.0631426126446],[-58.9550308023449,-33.060950069372],[-58.9666217411352,-33.0595662121183],[-58.9814003051718,-33.0577365147366],[-58.9988872739271,-33.0557003445563],[-59.0137786390034,-33.0539041994548],[-59.0155014688059,-33.0536655176767],[-59.023269872692,-33.0565779877694],[-59.0335563114191,-33.0604051573371],[-59.0524493015541,-33.067476824041],[-59.0661026003038,-33.0725789845525],[-59.0738982701068,-33.0754859690316],[-59.0751380100468,-33.0755851326193],[-59.0775674829169,-33.0767757520678],[-59.0877423809299,-33.0817799700173],[-59.095299424142,-33.0854965640061],[-59.1025130439835,-33.0890558338413],[-59.1151963005977,-33.0953009664267],[-59.1255632834382,-33.1003998405539],[-59.1282837218294,-33.1013172050701],[-59.1474444507783,-33.107699900694],[-59.1780645715341,-33.1179346521738],[-59.1975940250371,-33.1244132026052],[-59.2159290516715,-33.1305020460363],[-59.2187141148327,-33.1302066120593],[-59.2273144326169,-33.1292629939665],[-59.2332674317092,-33.1286081318895],[-59.2421877851524,-33.1276262419504],[-59.2451573059786,-33.1272953614056],[-59.2511257723156,-33.1266326169011],[-59.2567777690945,-33.1260032792694],[-59.2626225837639,-33.1253576216431],[-59.2676781149312,-33.12481886802],[-59.2706377083626,-33.1245058484714],[-59.2853827627918,-33.1228761112808],[-59.2942056160557,-33.1218975099256],[-59.2970543754413,-33.1213254127494],[-59.2978648711139,-33.121233802546],[-59.2999016280859,-33.1207417892119],[-59.3014361319201,-33.1205297773923],[-59.302719763373,-33.120161000551],[-59.3055589440028,-33.1196023807196],[-59.3110358425174,-33.1184900323355],[-59.3108183243614,-33.1179153366015]]]}"
MERCEDES DPEC - GOYA OESTE 132 2,,132,,300 mm2,,2014-07-01,DPE CORRIENTES PAFTT,DPE CORRIENTES PAFTT,"{""type"":""MultiLineString"",""coordinates"":[[[-59.2814314891622,-29.1729558412961],[-59.2814839018311,-29.1732417683646],[-59.2804434835854,-29.175042758032],[-59.2738284189254,-29.1790534880483],[-59.2590886652429,-29.1881060698362],[-59.2542408650364,-29.1911192671417],[-59.2436336583292,-29.1905419245046],[-59.2417656598294,-29.1904402506889],[-59.232892407727,-29.1878022078321],[-59.2136098958825,-29.1820855385545],[-59.2040682752174,-29.1792665278584],[-59.1964304188333,-29.1770092167958],[-59.1789476156727,-29.1795455247442],[-59.1615002371422,-29.1821168722143],[-59.1553144106779,-29.1820097138646],[-59.1369091551912,-29.1817220076358],[-59.1111186712763,-29.1831758208275],[-59.0957864180753,-29.1733190818873],[-59.0657401749286,-29.1721651834602],[-59.0647619123132,-29.1712711518033],[-59.0369462557591,-29.1718921453128],[-59.0228686243946,-29.1721927116406],[-58.9949296820064,-29.1703188098511],[-58.9858266314605,-29.1709405972256],[-58.9663743661934,-29.1689770975859],[-58.9460385740806,-29.1691950166919],[-58.9381776666773,-29.1692750515825],[-58.8867578799397,-29.173747404156],[-58.8556933668444,-29.1768611022189],[-58.8234851060843,-29.1975276613692],[-58.8071521738519,-29.2079592346218],[-58.7884784226681,-29.219925814302],[-58.7869692104494,-29.2209549675273],[-58.7631386175154,-29.2251175540023],[-58.7597329899433,-29.2268301559694],[-58.7385248182406,-29.2423190707903],[-58.7370552063426,-29.2434478192637],[-58.7332245361974,-29.2463903134015],[-58.7170433619969,-29.2583506568056],[-58.6898984897556,-29.2743080406178],[-58.6582310920726,-29.2403180214563],[-58.6301871411322,-29.2391477584575],[-58.6158782252864,-29.2385872015062],[-58.6036197260408,-29.2380957517905],[-58.591422827294,-29.2376042997153],[-58.5564689443052,-29.2362220781034],[-58.5248150880337,-29.2349089502846],[-58.5155662131542,-29.2345326707872],[-58.4841939591626,-29.2332425591538],[-58.4807883315904,-29.2330352182678],[-58.4063282762839,-29.2081441526936],[-58.3770115680041,-29.2031476573009],[-58.2999593296875,-29.1980191387349],[-58.2289216923236,-29.1977436975079],[-58.1719898161296,-29.1975517623262],[-58.1678959978629,-29.1975261607898],[-58.1440158377939,-29.1924290615705],[-58.1064137708083,-29.1843918405444],[-58.0947669166127,-29.181647089007],[-58.0945418385649,-29.1812208501856]]]}"
